,Timestamp,Date,Time,Source.IP,Source.Port,Destination.IP,Destination.Port,ACK.Flag.Count,Down.Up.Ratio,Total.Fwd.Packets,L7Protocol,ProtocolName
47313,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54821,1,0,2,131,HTTP_PROXY
47337,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.55.2,49436,1,0,2,7,HTTP
47340,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.55.2,49436,1,0,2,7,HTTP
47347,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54815,0,0,2,7,HTTP
47350,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54815,0,0,2,7,HTTP
47351,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54817,0,0,2,7,HTTP
47352,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54817,0,0,2,7,HTTP
47353,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54818,1,0,2,7,HTTP
47356,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54818,1,0,2,7,HTTP
47358,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54819,0,0,2,7,HTTP
47359,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54822,0,0,2,7,HTTP
47360,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54819,1,0,2,7,HTTP
47362,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54822,1,0,2,7,HTTP
47369,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.180.37,3378,1,0,14,7,HTTP
47422,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54807,0,0,2,7,HTTP
47425,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54807,0,0,2,7,HTTP
47426,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.180.37,3380,1,0,11,7,HTTP
47428,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.180.37,3380,1,0,2,7,HTTP
47429,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.180.37,3380,0,0,3,7,HTTP
47436,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54828,1,0,2,7,HTTP
47439,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54828,1,0,2,7,HTTP
47440,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54829,0,0,2,7,HTTP
47441,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54829,0,0,2,7,HTTP
47442,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54754,1,0,2,7,HTTP
47444,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54761,1,0,2,7,HTTP
47447,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54748,1,0,2,131,HTTP_PROXY
47450,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54762,0,0,2,7,HTTP
47451,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54762,0,0,2,7,HTTP
47461,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54827,1,0,2,131,HTTP_PROXY
47462,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54827,0,0,2,131,HTTP_PROXY
47465,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54835,0,0,2,7,HTTP
47466,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54835,1,0,2,7,HTTP
47469,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54830,1,0,2,7,HTTP
47472,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.10.103,63191,1,0,2,7,HTTP
47474,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.10.103,63191,0,0,2,7,HTTP
47482,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54832,1,0,2,131,HTTP_PROXY
47483,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54832,1,0,2,131,HTTP_PROXY
47487,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54838,1,0,2,7,HTTP
47490,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54838,0,0,2,7,HTTP
47491,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54839,1,0,2,7,HTTP
47492,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54839,1,0,2,7,HTTP
47510,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54833,1,0,2,7,HTTP
47513,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54836,1,0,2,131,HTTP_PROXY
47516,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54836,0,0,2,131,HTTP_PROXY
47517,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54834,1,0,2,131,HTTP_PROXY
47518,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54834,1,0,2,131,HTTP_PROXY
47521,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.180.37,3382,1,0,4,7,HTTP
47522,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.180.37,3382,1,0,2,7,HTTP
47533,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54841,1,0,2,131,HTTP_PROXY
47535,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54841,0,0,2,131,HTTP_PROXY
47539,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54837,0,0,2,131,HTTP_PROXY
47542,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54837,0,0,2,131,HTTP_PROXY
47546,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54844,0,0,2,131,HTTP_PROXY
47547,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54844,1,0,2,131,HTTP_PROXY
47548,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54843,0,0,2,131,HTTP_PROXY
47551,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54843,0,0,2,131,HTTP_PROXY
47555,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54849,0,0,2,7,HTTP
47559,26/04/201711:13:52,2017-04-26,11:13:52,10.200.7.9,3128,192.168.72.105,60008,1,0,9,7,HTTP
47562,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54850,0,0,2,7,HTTP
47563,26/04/201711:14:52,2017-04-26,11:14:52,10.200.7.9,3128,192.168.32.49,54850,0,0,2,7,HTTP
47590,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54851,1,0,2,7,HTTP
47596,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54852,1,0,2,7,HTTP
47597,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54852,0,0,2,7,HTTP
47608,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54853,0,0,2,131,HTTP_PROXY
47611,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54853,1,0,2,131,HTTP_PROXY
47621,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.40.5,51506,1,0,2,7,HTTP
47622,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.40.5,51500,0,0,2,7,HTTP
47625,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.40.5,51500,1,0,2,7,HTTP
47626,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.40.5,51502,1,0,2,7,HTTP
47628,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.40.5,51502,1,0,2,7,HTTP
47629,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.40.5,51499,1,0,2,7,HTTP
47632,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.40.5,51499,1,0,2,7,HTTP
47633,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.40.5,51498,0,0,2,7,HTTP
47635,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.40.5,51498,1,0,2,7,HTTP
47638,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54825,0,0,2,131,HTTP_PROXY
47643,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.180.37,3384,1,0,2,7,HTTP
47646,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.180.37,3384,1,0,3,7,HTTP
47649,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54854,0,0,2,131,HTTP_PROXY
47657,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54820,1,0,2,131,HTTP_PROXY
47660,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54820,0,0,2,131,HTTP_PROXY
47661,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54842,1,0,2,131,HTTP_PROXY
47662,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54842,1,0,2,131,HTTP_PROXY
47679,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54847,1,0,2,131,HTTP_PROXY
47682,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54847,0,0,2,131,HTTP_PROXY
47697,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54857,1,0,2,7,HTTP
47699,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54857,1,0,2,7,HTTP
47727,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54840,1,0,2,7,HTTP
47743,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54862,1,0,2,131,HTTP_PROXY
47744,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.220.153,54063,1,0,2,7,HTTP
47745,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.180.37,3386,1,0,2,7,HTTP
47750,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54856,0,0,2,131,HTTP_PROXY
47753,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54856,1,0,2,131,HTTP_PROXY
47759,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54845,0,0,2,131,HTTP_PROXY
47760,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.32.49,54845,1,0,2,131,HTTP_PROXY
47791,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.180.37,3388,0,0,2,7,HTTP
47793,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.180.37,3388,1,0,4,7,HTTP
47828,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,172.19.1.35,53914,1,0,2,131,HTTP_PROXY
47829,26/04/201711:14:49,2017-04-26,11:14:49,10.200.7.9,3128,172.19.1.35,53914,1,0,786,131,HTTP_PROXY
47854,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.220.153,54047,1,0,2,7,HTTP
47889,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.180.37,3390,0,0,2,7,HTTP
47892,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,192.168.180.37,3390,0,0,2,7,HTTP
47921,26/04/201711:14:54,2017-04-26,11:14:54,10.200.7.9,3128,192.168.220.153,54068,0,0,2,7,HTTP
47924,26/04/201711:14:54,2017-04-26,11:14:54,10.200.7.9,3128,192.168.220.153,54068,1,0,2,7,HTTP
47942,26/04/201711:12:14,2017-04-26,11:12:14,10.200.7.9,3128,192.168.32.70,59321,0,0,20,131,HTTP_PROXY
47995,26/04/201711:14:54,2017-04-26,11:14:54,10.200.7.9,3128,192.168.180.37,3392,0,0,3,7,HTTP
48000,26/04/201711:14:54,2017-04-26,11:14:54,10.200.7.9,3128,192.168.180.37,3392,0,0,2,7,HTTP
48055,26/04/201711:14:54,2017-04-26,11:14:54,10.200.7.9,3128,192.168.180.37,3394,0,0,5,7,HTTP
48131,26/04/201711:14:55,2017-04-26,11:14:55,10.200.7.9,3128,192.168.180.37,3400,1,0,5,7,HTTP
48132,26/04/201711:14:55,2017-04-26,11:14:55,10.200.7.9,3128,192.168.180.37,3400,1,0,2,7,HTTP
48145,26/04/201711:14:55,2017-04-26,11:14:55,10.200.7.9,3128,192.168.10.9,58399,0,0,2,7,HTTP
48188,26/04/201711:14:55,2017-04-26,11:14:55,10.200.7.9,3128,192.168.180.37,3402,0,0,3,7,HTTP
48192,26/04/201711:14:55,2017-04-26,11:14:55,10.200.7.9,3128,192.168.180.37,3402,1,0,3,7,HTTP
48249,26/04/201711:14:55,2017-04-26,11:14:55,10.200.7.9,3128,192.168.220.153,54067,0,0,2,7,HTTP
48264,26/04/201711:14:55,2017-04-26,11:14:55,10.200.7.9,3128,192.168.180.37,3404,0,0,9,7,HTTP
48266,26/04/201711:14:55,2017-04-26,11:14:55,10.200.7.9,3128,192.168.180.37,3404,0,0,2,7,HTTP
48267,26/04/201711:14:55,2017-04-26,11:14:55,10.200.7.9,3128,192.168.180.37,3404,0,0,6,7,HTTP
48350,26/04/201711:14:56,2017-04-26,11:14:56,10.200.7.9,3128,192.168.180.37,3406,1,0,3,7,HTTP
48374,26/04/201711:14:56,2017-04-26,11:14:56,10.200.7.9,3128,192.168.220.153,54061,0,0,2,7,HTTP
48375,26/04/201711:14:56,2017-04-26,11:14:56,10.200.7.9,3128,192.168.220.153,54061,1,0,2,7,HTTP
48400,26/04/201711:14:36,2017-04-26,11:14:36,10.200.7.9,3128,172.17.1.110,49781,0,0,32,7,HTTP
48401,26/04/201711:14:56,2017-04-26,11:14:56,10.200.7.9,3128,172.17.1.110,49781,0,0,2,7,HTTP
48432,26/04/201711:14:36,2017-04-26,11:14:36,10.200.7.9,3128,172.17.1.110,49782,1,0,36,7,HTTP
48433,26/04/201711:14:56,2017-04-26,11:14:56,10.200.7.9,3128,192.168.180.37,3412,0,0,3,7,HTTP
48435,26/04/201711:14:56,2017-04-26,11:14:56,10.200.7.9,3128,192.168.180.37,3412,0,0,2,7,HTTP
48437,26/04/201711:14:56,2017-04-26,11:14:56,10.200.7.9,3128,192.168.180.37,3412,1,0,2,7,HTTP
48485,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.220.153,54056,1,0,2,7,HTTP
48486,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.220.153,54062,1,0,2,7,HTTP
48489,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.220.153,54062,1,0,2,7,HTTP
48491,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.220.153,54056,1,0,2,7,HTTP
48492,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.220.153,54055,1,0,2,7,HTTP
48493,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.220.153,54055,1,0,2,7,HTTP
48508,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.220.153,54072,1,0,2,7,HTTP
48543,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.180.37,3414,0,0,2,7,HTTP
48545,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.180.37,3414,0,0,4,7,HTTP
48608,26/04/201711:14:41,2017-04-26,11:14:41,10.200.7.9,3128,192.168.220.153,54069,0,0,242,7,HTTP
48609,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.220.153,54069,1,0,2,7,HTTP
48657,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.180.37,3416,0,0,2,7,HTTP
48660,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.180.37,3416,0,0,2,7,HTTP
48661,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.32.49,54861,0,0,2,131,HTTP_PROXY
48664,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.32.49,54861,0,0,2,131,HTTP_PROXY
48668,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.220.153,54074,0,0,2,7,HTTP
48669,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,192.168.220.153,54074,0,0,2,7,HTTP
48697,26/04/201711:14:57,2017-04-26,11:14:57,10.200.7.9,3128,172.19.1.176,55008,0,0,11,7,HTTP
48701,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.220.153,54064,0,0,2,7,HTTP
48704,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.180.37,3418,1,0,4,7,HTTP
48705,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.180.37,3418,0,0,2,7,HTTP
48711,26/04/201711:14:43,2017-04-26,11:14:43,10.200.7.9,55383,10.20.2.114,80,0,0,15,7,HTTP
48713,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,55383,10.20.2.114,80,1,0,2,7,HTTP
48721,26/04/201711:14:53,2017-04-26,11:14:53,10.200.7.9,3128,172.19.1.35,53924,1,0,907,131,HTTP_PROXY
48756,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.180.37,3420,1,0,2,7,HTTP
48757,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.180.37,3420,1,0,2,7,HTTP
48761,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.32.132,60711,0,0,2,7,HTTP
48764,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.32.132,60711,1,0,2,7,HTTP
48788,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.180.37,3422,0,0,3,7,HTTP
48790,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.180.37,3422,1,0,2,7,HTTP
48870,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.42.101,60126,1,0,2,7,HTTP
48871,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.42.101,60126,1,0,2,7,HTTP
48872,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.42.101,60127,0,0,2,7,HTTP
48873,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.42.101,60127,0,0,2,7,HTTP
48880,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,172.19.1.176,55010,0,0,11,7,HTTP
48882,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,172.19.1.176,55010,0,0,2,7,HTTP
48890,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.180.37,3424,0,0,3,7,HTTP
48891,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,192.168.180.37,3424,0,0,2,7,HTTP
48893,26/04/201711:13:44,2017-04-26,11:13:44,10.200.7.9,3128,172.21.1.44,56145,0,0,9,7,HTTP
48894,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,172.21.1.44,56145,0,0,2,7,HTTP
48930,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.180.37,3426,0,0,3,7,HTTP
48939,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.10.48,50753,0,0,2,7,HTTP
48940,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.10.48,50753,1,0,2,7,HTTP
48943,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.10.48,50754,0,0,2,7,HTTP
48944,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.10.48,50754,1,0,2,7,HTTP
48954,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,172.19.1.176,55011,1,0,24,7,HTTP
48959,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.180.37,3428,0,0,3,7,HTTP
48960,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.180.37,3428,0,0,2,7,HTTP
48984,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.32.132,60713,1,0,2,7,HTTP
48987,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.32.132,60713,0,0,2,7,HTTP
49013,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.180.37,3430,0,0,3,7,HTTP
49014,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.180.37,3430,1,0,2,7,HTTP
49015,26/04/201711:14:59,2017-04-26,11:14:59,10.200.7.9,3128,192.168.180.37,3430,1,0,2,7,HTTP
49161,26/04/201711:14:58,2017-04-26,11:14:58,10.200.7.9,3128,172.19.1.35,53932,0,0,1023,7,HTTP
49166,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.180.37,3432,0,0,3,7,HTTP
49167,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.180.37,3432,0,0,2,7,HTTP
49176,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.10.11,54015,1,0,3,7,HTTP
49203,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,172.17.1.110,49805,1,0,13,7,HTTP
49204,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.180.37,3434,1,0,3,7,HTTP
49207,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,172.17.1.110,49809,0,0,12,7,HTTP
49208,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.180.37,3434,0,0,3,7,HTTP
49209,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,172.17.1.110,49808,0,0,9,7,HTTP
49211,26/04/201711:14:50,2017-04-26,11:14:50,10.200.7.9,3128,192.168.10.11,54012,1,2,1,7,HTTP
49212,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.10.11,54015,1,2,1,7,HTTP
49214,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.10.11,54014,0,0,2,7,HTTP
49217,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.10.11,54014,1,0,2,7,HTTP
49273,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.180.37,3436,0,0,2,7,HTTP
49288,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.32.112,57348,0,0,2,7,HTTP
49289,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,192.168.32.112,57348,0,0,2,7,HTTP
49346,26/04/201711:15:01,2017-04-26,11:15:01,10.200.7.9,3128,192.168.180.37,3438,1,0,17,7,HTTP
49348,26/04/201711:15:01,2017-04-26,11:15:01,10.200.7.9,3128,192.168.180.37,3438,0,0,3,7,HTTP
49396,26/04/201711:15:01,2017-04-26,11:15:01,10.200.7.9,3128,192.168.180.37,3440,1,0,3,7,HTTP
49421,26/04/201711:15:01,2017-04-26,11:15:01,10.200.7.9,3128,192.168.180.134,50442,1,0,2,7,HTTP
49424,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,172.19.1.35,53934,1,0,787,131,HTTP_PROXY
49627,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,172.17.1.110,49818,0,0,2,7,HTTP
49628,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,172.17.1.110,49818,0,0,4,7,HTTP
49630,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,172.17.1.110,49818,0,0,2,7,HTTP
49633,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,172.17.1.110,49822,1,0,4,7,HTTP
49635,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,172.17.1.110,49822,0,0,2,7,HTTP
49637,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,172.17.1.110,49823,0,0,4,7,HTTP
49638,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,172.17.1.110,49823,1,0,2,7,HTTP
49647,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.10.121,57815,1,0,2,7,HTTP
49650,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.10.121,57815,1,0,2,7,HTTP
49670,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.180.37,3458,1,0,2,7,HTTP
49673,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.180.37,3458,0,0,2,7,HTTP
49674,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.42.31,52730,1,0,2,7,HTTP
49737,26/04/201711:15:00,2017-04-26,11:15:00,10.200.7.9,3128,172.17.1.110,49813,1,0,205,7,HTTP
49744,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.180.37,3396,1,0,2,7,HTTP
49745,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.180.37,3396,1,0,2,7,HTTP
49755,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.180.37,3456,1,0,5,7,HTTP
49757,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.180.37,3456,1,0,2,7,HTTP
49760,26/04/201711:15:01,2017-04-26,11:15:01,10.200.7.9,3128,172.19.1.35,53936,0,0,29,7,HTTP
49762,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,172.19.1.35,53936,0,0,2,7,HTTP
49773,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.180.37,3398,0,0,2,7,HTTP
49775,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.180.37,3398,1,0,3,7,HTTP
49777,26/04/201711:15:04,2017-04-26,11:15:04,10.200.7.9,3128,192.168.180.37,3398,1,2,1,7,HTTP
